"Category","Term","Count","List Total","Pop Hits","Pop Total","P-Value","Benjamini","Fold Enrichment","Bonferroni","FDR","Fisher Exact","User Ids"
"UP_KW_BIOLOGICAL_PROCESS","Cell cycle","26","48","688","11343","9.67e-19","3.96e-17","8.93","3.96e-17","3.77e-17","1.05e-19","RB1,NCAPG,BRCA1,MKI67,BRCA2,CENPA,AURKA,CDC20,CCNB2,CCNB1,PTTG1,CCND1,CHEK1,E2F1,NEK2,BUB1,UBE2C,PLK1,KRT18,MELK,CDK4,BIRC5,KIF2C,TP53,MCM2,MAD2L1"
"UP_KW_BIOLOGICAL_PROCESS","Cell division","17","48","418","11343","4.59e-12","8.96e-11","9.61","1.88e-10","8.53e-11","4.59e-13","UBE2C,PLK1,NCAPG,CENPA,AURKA,CDC20,CCNB2,CCNB1,MELK,PTTG1,CCND1,CDK4,BIRC5,NEK2,KIF2C,BUB1,MAD2L1"
"UP_KW_BIOLOGICAL_PROCESS","Mitosis","15","48","292","11343","6.56e-12","8.96e-11","12.14","2.69e-10","8.53e-11","5.15e-13","UBE2C,PLK1,NCAPG,CENPA,AURKA,CDC20,CCNB2,CCNB1,MELK,PTTG1,BIRC5,NEK2,KIF2C,BUB1,MAD2L1"
"UP_KW_BIOLOGICAL_PROCESS","Chromosome partition","5","48","48","11343","4.40e-5","4.52e-4","24.62","1.80e-3","4.29e-4","1.64e-6","PTTG1,BIRC5,KIF2C,NEK2,BUB1"
"UP_KW_BIOLOGICAL_PROCESS","Host-virus interaction","10","48","691","11343","1.85e-3","1.39e-2","3.42","7.31e-2","1.33e-2","5.22e-4","RB1,KRT18,PCNA,KRT8,E2F1,BIRC5,CENPA,TP53,BUB1,EGFR"
"UP_KW_BIOLOGICAL_PROCESS","DNA damage","8","48","439","11343","2.04e-3","1.39e-2","4.31","8.03e-2","1.33e-2","4.56e-4","FEN1,PCNA,PTTG1,CCND1,CHEK1,BRCA1,BRCA2,DTL"
"UP_KW_BIOLOGICAL_PROCESS","DNA replication","4","48","95","11343","7.07e-3","4.14e-2","9.95","2.52e-1","3.94e-2","6.78e-4","FEN1,PCNA,DTL,MCM2"
"UP_KW_BIOLOGICAL_PROCESS","Apoptosis","8","48","566","11343","8.21e-3","4.21e-2","3.34","2.87e-1","4.00e-2","2.36e-3","MELK,PTEN,E2F1,BIRC5,AKT1,GAPDH,TP53,BUB1"
"UP_KW_BIOLOGICAL_PROCESS","DNA repair","6","48","364","11343","1.68e-2","7.67e-2","3.90","5.01e-1","7.29e-2","4.12e-3","FEN1,PCNA,PTTG1,CHEK1,BRCA1,BRCA2"
"UP_KW_BIOLOGICAL_PROCESS","Biological rhythms","4","48","149","11343","2.36e-2","9.69e-2","6.34","6.25e-1","9.22e-2","3.55e-3","TOP2A,TP53,DTL,EZH2"

