"Main Category","Category","Terms"
"Literature","GENERIF_SUMMARY","This protein has been found differentially expressed in the anterior cingulate cortex from patients with schizophrenia"
"Literature","GENERIF_SUMMARY","Data suggest that the existence of a common epitope on the molecules of phosducin and beta-actin may reflect a topological similarity of a small region of their surfaces."
"Literature","GENERIF_SUMMARY","Findings indicate that activation of the cofilin-F-actin pathway contributes to tumor cell migration and metastasis enhanced by Aur-A, revealing a novel function for mitotic Aur-A kinase in tumor progression."
"Literature","GENERIF_SUMMARY","Nuclear beta-actin controls growth arrest of epithelial cells."
"Literature","GENERIF_SUMMARY","ACTB showed high expression in forensic skin and body-fluid samples, providing a suitable marker for skin identification"
"Literature","GENERIF_SUMMARY","Data indicate taht candidate genes ACTB, BZW, OCM, MACC1, NXPH1, PRPS1L1, RAC1 and RPA3, which lie within the DFNB90 region, were sequenced and no potentially causal variants were identified."
"Literature","GENERIF_SUMMARY","non-muscle alpha-ACTN4, HSPA5 and cytoplasmic ACTB, should be targeted in idiopathic premature ovarian failure cases"
"Literature","GENERIF_SUMMARY","Data show that ENOA, PARK7 and Beta-actin are proper reference standards in obesity studies based on omental fat."
"Literature","GENERIF_SUMMARY","Antioxidant supplementation was noted to increase G6PDH in the pentose phosphate cycle and 18S rRNA in the ribosome. There were no significant changes in the gene expression levels of beta-ACT"
"Literature","GENERIF_SUMMARY","Recombinant human actin is constantly shuttled into the murine nucleus by importin 9 and out by exportin 6. Nuclear actin is required for maximal transcription."
"Literature","GENERIF_SUMMARY","identified de novo missense changes in the cytoplasmic actin-encoding genes ACTB and ACTG1 in one and two probands, respectively; suggest that Baraitser-Winter syndrome is the predominant phenotype associated with mutation of these two genes"
"Literature","GENERIF_SUMMARY","Cofilin nuclear shuttling is critical for the cofilin-actin rod stress response."
"Literature","GENERIF_SUMMARY","Data indicate beta-cytoplasmic (beta-CYA) and gamma-cytoplasmic (gamma-CYA) actins differential localization and dynamics at epithelial junctions."
"Literature","GENERIF_SUMMARY","roles for undetected ACtB in liver cancer progression"
"Literature","GENERIF_SUMMARY","These results indicate that F-actin in association with the M protein alters the interaction between the M and H proteins, thereby modulating measles virus cell-cell fusion and assembly."
"Literature","GENERIF_SUMMARY","the roles of ACTB in tumors"
"Literature","GENERIF_SUMMARY","Data suggest that P-glycoprotein associate with the F-actin cytoskeleton through ezrin/radixin/moesin (ERM) in CCR9/CCL25 induced multidrug resistance of acute T-lymphocytic leukemia (T-ALL) cells."
"Literature","GENERIF_SUMMARY","Studies indicate that cofilin binds actin stoichiometrically - one cofilin molecule per actin filament subunit."
"Literature","GENERIF_SUMMARY","Data indicate that monomeric actin probes concentrate in nuclear speckles."
"Literature","GENERIF_SUMMARY","Studies indicate that that vinculin not only bundles actin filaments but can also cap these filaments and promote actin polymerization."
"Literature","GENERIF_SUMMARY","Two variants of beta-actin, beta1 and beta2 were found in the Enterovirus 71-susceptible rhabdomyosarcoma cells, compared to Enterovirus 71-resistant cells that contains only one variant beta1."
"Literature","GENERIF_SUMMARY","Mutations in ACTB cause a distinctly more severe phenotype than ACTG1 mutations in Baraitser-Winter syndrome."
"Literature","GENERIF_SUMMARY","Results indicate that actin cytoskeleton is one of the upstream regulators of Hippo signaling."
"Literature","GENERIF_SUMMARY","chorein interacts with beta-adducin and beta-actin."
"Literature","GENERIF_SUMMARY","PDI appears to regulate cytoskeletal reorganization by the thiol-disulfide exchange in beta-actin via a redox-dependent mechanism."
"Literature","GENERIF_SUMMARY","TIA proteins can function as long-term regulators of the ACTB mRNA metabolism in mouse and human cells."
"Literature","GENERIF_SUMMARY","Thus, the nucleocapsid domain in HIV-1 Gag does not appear to have a role in actin recruitment or actin incorporation into HIV-1 particles."
"Literature","GENERIF_SUMMARY","Taken together, these findings indicate that actin filament dynamics are dispensable for HIV-1 Gag assembly at the plasma membrane of HeLa cells."
"Literature","GENERIF_SUMMARY","Downregulation of the HuR gene results in decreased beta-actin gene expression, which in turn results in decreased motility and proliferation of corneal fibroblasts."
"Literature","GENERIF_SUMMARY","Data indicate the WASp-interacting protein (WIP)-Wiskott-Aldrich syndrome protein (WASp) interaction in the regulation of actin-dependent processes."
"Literature","GENERIF_SUMMARY","The results indicate that the disease-related human beta-actin mutations p.R183W and p.E364K affect interdomain mobility and nucleotide interactions as a basis for the formation of disease phenotypes in patients."
"Literature","GENERIF_SUMMARY","Data show that tripartite motif-containing 28 protein (TRIM28) and beta-actin were up-regulated in the glioblastoma multiforme (GBM) stem-like cells compared to the controls."
"Literature","GENERIF_SUMMARY","Data suggest that by binding to both clathrin and F-actin, mammalian actin-binding protein 1 (mAbp1; HIP-55 or SH3P7) is specifically recruited at a late stage of clathrin-coated pits (CCPs) formation, which subsequently recruits dynamin to CCPs."
"Literature","GENERIF_SUMMARY","Studies indicate that the process of megakaryocyte maturation and the formation of proplatelets are essential steps in the production of mature platelets and both depend heavily on the actin and microtubule cytoskeletons."
"Literature","GENERIF_SUMMARY","crucial role of Glu270 in ADP-ribosylation of actin by Ia"
"Literature","GENERIF_SUMMARY","Case Report"
"Literature","GENERIF_SUMMARY","Baraitser-Winter cerebrofrontofacial syndrome is caused by missense mutations in the cytoplasmic beta- and gamma-actin genes ACTB and ACTG1. We provide an overview of the clinical characteristics (including some novel findings in four recently diagnosed patients), diagnosis, management, mutation spectrum and genetic counselling."
"Literature","GENERIF_SUMMARY","We suggest that haploinsufficiency of ACTB may be responsible for the clinical features of patients with 7p22.1 microdeletions"
"Literature","GENERIF_SUMMARY","Data indicate that the IQGAP1 N-terminal fragment spanning residues 1-191 (CHDF) binds to both F-actin and Ca(2+)/calmodulin."
"Literature","GENERIF_SUMMARY","Based on present and published dup7p22.1 patients we suggest that renal abnormalities might be an additional feature of the 7p22.1 microduplication syndrome.We also pinpoint the ACTB gene as the key gene affecting the 7p22.1 duplication syndrome phenotype."
"Literature","GENERIF_SUMMARY","During cell adhesion, an active multistage process naturally leads to pattern transitions from actin vortices over stars into asters."
"Literature","GENERIF_SUMMARY","Data suggest that, in T-lymphocytes, nitric oxide generated by eNOS S-nitrosylates Cys374 on ACTB and thus regulates activation/recruitment of PRKCQ at immune synapse; S-nitrosylation of beta-actin impairs actin binding to PFN1 and regulates protein transport in lamellipodia. (eNOS = nitric oxide synthase 3; ACTB = beta-actin; PRKCQ = protein kinase C-theta; PFN1 = profilin-1)"
