"Category","Term","Count","List Total","Pop Hits","Pop Total","P-Value","Benjamini","Fold Enrichment","Bonferroni","FDR","Fisher Exact","User Ids"
"GOTERM_CC_DIRECT","nucleus","49","53","6880","20117","1.98e-18","4.21e-16","2.70","4.21e-16","3.52e-16","7.28e-19","RB1,FOXA1,TOP2A,FEN1,PTEN,BRCA1,BRCA2,MKI67,ACTB,PTTG1,CCND1,MYC,CHEK1,PBK,AKT1,NEK2,TK1,KRT8,BIRC5,PGR,KIF2C,KIF20A,GAPDH,DTL,TP53,MCM2,PCNA,NCAPG,TTK,GATA3,TYMS,TOB2,CENPA,EGFR,AURKA,CCNB2,MUC1,CCNB1,ERBB2,E2F1,BUB1,RRM2,UBE2C,PLK1,ESR1,KRT18,CDK4,EZH2,MAD2L1"
"GOTERM_CC_DIRECT","nucleoplasm","37","53","4073","20117","3.01e-14","3.21e-12","3.45","6.43e-12","2.68e-12","8.65e-15","FOXA1,RB1,TOP2A,FEN1,PCNA,PTEN,GATA3,BRCA1,MKI67,BRCA2,CENPA,ACTB,AURKA,CDC20,CCNB1,CCND1,MYC,ERBB2,CHEK1,E2F1,AKT1,NEK2,BUB1,RRM2,UBE2C,PLK1,KRT8,ESR1,CDK4,BIRC5,PGR,KIF20A,TP53,DTL,MCM2,EZH2,MAD2L1"
"GOTERM_CC_DIRECT","chromosome","17","53","714","20117","1.69e-11","1.20e-9","9.04","3.60e-9","1.00e-9","1.82e-12","PLK1,NCAPG,BRCA1,MKI67,BRCA2,CENPA,CDC20,MYC,CHEK1,BIRC5,NEK2,KIF2C,DTL,BUB1,EZH2,MCM2,MAD2L1"
"GOTERM_CC_DIRECT","cytoplasm","43","53","7586","20117","2.49e-10","1.33e-8","2.15","5.30e-8","1.11e-8","1.15e-10","RB1,TOP2A,PTEN,NCAPG,TTK,BRCA1,TYMS,TOB2,BRCA2,EGFR,ACTB,AURKA,CDC20,CCNB2,MUC1,CCNB1,PTTG1,CCND1,CDH1,MYC,ERBB2,CHEK1,E2F1,AKT1,NEK2,TK1,RRM2,PLK1,KRT8,ESR1,KRT18,MELK,PIK3CA,CDK4,BIRC5,PGR,KIF2C,KIF20A,GAPDH,TP53,DTL,MCM2,MAD2L1"
"GOTERM_CC_DIRECT","kinetochore","10","53","168","20117","4.31e-10","1.84e-8","22.59","9.18e-8","1.53e-8","1.80e-11","CDC20,PLK1,BIRC5,TTK,KIF2C,NEK2,BUB1,ACTB,MAD2L1,AURKA"
"GOTERM_CC_DIRECT","spindle","11","53","243","20117","5.57e-10","1.98e-8","17.18","1.19e-7","1.65e-8","3.11e-11","RB1,CDC20,MELK,MYC,PLK1,BIRC5,AKT1,TTK,KIF2C,KIF20A,AURKA"
"GOTERM_CC_DIRECT","cytosol","37","53","5614","20117","6.94e-10","2.11e-8","2.50","1.48e-7","1.76e-8","2.75e-10","RB1,PTEN,NCAPG,TYMS,TOB2,BRCA2,CENPA,EGFR,ACTB,AURKA,CDC20,CCNB2,CCNB1,PTTG1,CCND1,ERBB2,CHEK1,AKT1,NEK2,TK1,BUB1,RRM2,UBE2C,PLK1,KRT8,ESR1,KRT18,PIK3CA,CDK4,BIRC5,PGR,KIF2C,GAPDH,TP53,DTL,MCM2,MAD2L1"
"GOTERM_CC_DIRECT","protein-containing complex","15","53","786","20117","7.66e-9","2.04e-7","7.24","1.63e-6","1.70e-7","1.03e-9","TOP2A,FEN1,BRCA1,BRCA2,ESR1,EGFR,ACTB,CDC20,MYC,CHEK1,E2F1,BIRC5,AKT1,NEK2,TP53"
"GOTERM_CC_DIRECT","chromosome, centromeric region","9","53","165","20117","9.57e-9","2.26e-7","20.70","2.04e-6","1.89e-7","4.39e-10","TOP2A,CDC20,PLK1,BIRC5,KIF2C,NEK2,CENPA,BUB1,MAD2L1"
"GOTERM_CC_DIRECT","chromatin","16","53","1133","20117","1.04e-7","2.21e-6","5.36","2.21e-5","1.85e-6","1.90e-8","FOXA1,RB1,PCNA,PLK1,GATA3,ESR1,ACTB,MUC1,CDK4,MYC,CHEK1,E2F1,PGR,TP53,EZH2,MCM2"
