"Category","Term","Count","List Total","Pop Hits","Pop Total","P-Value","Benjamini","Fold Enrichment","Bonferroni","FDR","Fisher Exact","User Ids"
"KEGG_PATHWAY","Cell cycle","17","44","158","8559","1.42e-17","2.65e-15","20.93","2.65e-15","1.91e-15","6.12e-19","RB1,PCNA,PLK1,TTK,CDC20,CCNB2,CCNB1,PTTG1,CCND1,CDK4,MYC,CHEK1,E2F1,TP53,BUB1,MCM2,MAD2L1"
"KEGG_PATHWAY","Breast cancer","15","44","148","8559","5.89e-15","5.51e-13","19.72","1.10e-12","3.98e-13","2.62e-16","RB1,PTEN,BRCA1,BRCA2,ESR1,EGFR,PIK3CA,CCND1,CDK4,MYC,ERBB2,E2F1,AKT1,PGR,TP53"
"KEGG_PATHWAY","Bladder cancer","9","44","41","8559","1.73e-11","1.08e-9","42.70","3.23e-9","7.76e-10","3.26e-13","RB1,CCND1,CDH1,CDK4,MYC,ERBB2,E2F1,TP53,EGFR"
"KEGG_PATHWAY","Human T-cell leukemia virus 1 infection","14","44","222","8559","3.12e-11","1.46e-9","12.27","5.83e-9","1.05e-9","2.39e-12","RB1,PTEN,CDC20,CCNB2,PIK3CA,PTTG1,CCND1,CDK4,MYC,CHEK1,E2F1,AKT1,TP53,MAD2L1"
"KEGG_PATHWAY","Melanoma","10","44","73","8559","6.43e-11","2.41e-9","26.65","1.20e-8","1.74e-9","2.12e-12","RB1,CCND1,PIK3CA,CDH1,CDK4,PTEN,E2F1,AKT1,TP53,EGFR"
"KEGG_PATHWAY","Pancreatic cancer","10","44","77","8559","1.05e-10","3.28e-9","25.26","1.97e-8","2.37e-9","3.69e-12","RB1,CCND1,PIK3CA,CDK4,ERBB2,E2F1,AKT1,BRCA2,TP53,EGFR"
"KEGG_PATHWAY","Cellular senescence","12","44","157","8559","1.93e-10","5.16e-9","14.87","3.61e-8","3.73e-9","1.21e-11","RB1,CCNB2,CCNB1,CCND1,PIK3CA,CDK4,MYC,CHEK1,PTEN,E2F1,AKT1,TP53"
"KEGG_PATHWAY","Endometrial cancer","9","44","59","8559","3.75e-10","8.76e-9","29.67","7.01e-8","6.33e-9","1.09e-11","CCND1,PIK3CA,CDH1,MYC,ERBB2,PTEN,AKT1,TP53,EGFR"
"KEGG_PATHWAY","Endocrine resistance","10","44","97","8559","8.68e-10","1.80e-8","20.05","1.62e-7","1.30e-8","3.93e-11","RB1,CCND1,PIK3CA,CDK4,ERBB2,E2F1,AKT1,ESR1,TP53,EGFR"
"KEGG_PATHWAY","Non-small cell lung cancer","9","44","73","8559","2.16e-9","4.04e-8","23.98","4.04e-7","2.92e-8","8.03e-11","RB1,CCND1,PIK3CA,CDK4,ERBB2,E2F1,AKT1,TP53,EGFR"
"KEGG_PATHWAY","Glioma","9","44","76","8559","3.00e-9","5.09e-8","23.04","5.60e-7","3.68e-8","1.17e-10","RB1,CCND1,PIK3CA,CDK4,PTEN,E2F1,AKT1,TP53,EGFR"
"KEGG_PATHWAY","Hepatocellular carcinoma","11","44","169","8559","7.54e-9","1.18e-7","12.66","1.41e-6","8.49e-8","5.60e-10","RB1,CCND1,PIK3CA,CDK4,MYC,PTEN,E2F1,AKT1,TP53,EGFR,ACTB"
"KEGG_PATHWAY","Small cell lung cancer","9","44","93","8559","1.52e-8","2.19e-7","18.82","2.84e-6","1.58e-7","7.39e-10","RB1,CCND1,PIK3CA,CDK4,MYC,PTEN,E2F1,AKT1,TP53"
"KEGG_PATHWAY","Gastric cancer","10","44","150","8559","4.16e-8","5.35e-7","12.97","7.78e-6","3.86e-7","3.01e-9","RB1,CCND1,PIK3CA,CDH1,MYC,ERBB2,E2F1,AKT1,TP53,EGFR"
"KEGG_PATHWAY","Prostate cancer","9","44","106","8559","4.29e-8","5.35e-7","16.52","8.03e-6","3.86e-7","2.40e-9","RB1,CCND1,PIK3CA,ERBB2,PTEN,E2F1,AKT1,TP53,EGFR"
"KEGG_PATHWAY","Progesterone-mediated oocyte maturation","9","44","110","8559","5.75e-8","6.72e-7","15.92","1.07e-5","4.85e-7","3.35e-9","CCNB2,CCNB1,PIK3CA,PLK1,AKT1,PGR,BUB1,MAD2L1,AURKA"
"KEGG_PATHWAY","p53 signaling pathway","8","44","75","8559","7.47e-8","8.22e-7","20.75","1.40e-5","5.93e-7","3.27e-9","CCNB2,CCNB1,RRM2,CCND1,CDK4,CHEK1,PTEN,TP53"
"KEGG_PATHWAY","Chronic myeloid leukemia","8","44","77","8559","8.98e-8","9.33e-7","20.21","1.68e-5","6.74e-7","4.04e-9","RB1,CCND1,PIK3CA,CDK4,MYC,E2F1,AKT1,TP53"
"KEGG_PATHWAY","Pathways in cancer","15","44","532","8559","1.59e-7","1.56e-6","5.48","2.97e-5","1.13e-6","2.81e-8","RB1,PTEN,BRCA2,ESR1,EGFR,PIK3CA,CCND1,CDH1,CDK4,MYC,ERBB2,E2F1,BIRC5,AKT1,TP53"
"KEGG_PATHWAY","Oocyte meiosis","9","44","138","8559","3.36e-7","3.14e-6","12.69","6.28e-5","2.27e-6","2.49e-8","CDC20,CCNB2,CCNB1,PTTG1,PLK1,PGR,BUB1,MAD2L1,AURKA"
"KEGG_PATHWAY","Chemical carcinogenesis - receptor activation","10","44","216","8559","9.41e-7","8.38e-6","9.01","1.76e-4","6.05e-6","9.97e-8","RB1,CCND1,PIK3CA,MYC,E2F1,BIRC5,AKT1,PGR,ESR1,EGFR"
"KEGG_PATHWAY","Hepatitis C","9","44","159","8559","9.93e-7","8.44e-6","11.01","1.86e-4","6.09e-6","8.54e-8","RB1,CCND1,PIK3CA,CDK4,MYC,E2F1,AKT1,TP53,EGFR"
"KEGG_PATHWAY","Central carbon metabolism in cancer","7","44","71","8559","1.26e-6","1.02e-5","19.18","2.35e-4","7.38e-6","6.00e-8","PIK3CA,MYC,ERBB2,PTEN,AKT1,TP53,EGFR"
"KEGG_PATHWAY","Platinum drug resistance","7","44","74","8559","1.61e-6","1.25e-5","18.40","3.01e-4","9.05e-6","8.03e-8","TOP2A,PIK3CA,ERBB2,BIRC5,AKT1,BRCA1,TP53"
"KEGG_PATHWAY","FoxO signaling pathway","8","44","133","8559","3.78e-6","2.82e-5","11.70","7.06e-4","2.04e-5","3.05e-7","CCNB2,CCNB1,CCND1,PIK3CA,PLK1,PTEN,AKT1,EGFR"
"KEGG_PATHWAY","Colorectal cancer","7","44","87","8559","4.18e-6","3.01e-5","15.65","7.81e-4","2.17e-5","2.48e-7","CCND1,PIK3CA,MYC,BIRC5,AKT1,TP53,EGFR"
"KEGG_PATHWAY","Proteoglycans in cancer","9","44","204","8559","6.43e-6","4.45e-5","8.58","1.20e-3","3.21e-5","7.16e-7","CCND1,PIK3CA,MYC,ERBB2,AKT1,ESR1,TP53,EGFR,ACTB"
"KEGG_PATHWAY","Human cytomegalovirus infection","9","44","225","8559","1.32e-5","8.82e-5","7.78","2.47e-3","6.36e-5","1.63e-6","RB1,CCND1,PIK3CA,CDK4,MYC,E2F1,AKT1,TP53,EGFR"
"KEGG_PATHWAY","Hepatitis B","8","44","163","8559","1.45e-5","9.32e-5","9.55","2.70e-3","6.73e-5","1.44e-6","RB1,PCNA,PIK3CA,MYC,E2F1,BIRC5,AKT1,TP53"
"KEGG_PATHWAY","MicroRNAs in cancer","10","44","320","8559","2.34e-5","1.46e-4","6.08","4.36e-3","1.05e-4","3.71e-6","CCND1,PIK3CA,MYC,ERBB2,PTEN,E2F1,BRCA1,TP53,EGFR,EZH2"
"KEGG_PATHWAY","Thyroid hormone signaling pathway","7","44","122","8559","2.94e-5","1.77e-4","11.16","5.48e-3","1.28e-4","2.49e-6","CCND1,PIK3CA,MYC,AKT1,ESR1,TP53,ACTB"
"KEGG_PATHWAY","Kaposi sarcoma-associated herpesvirus infection","8","44","196","8559","4.75e-5","2.78e-4","7.94","8.85e-3","2.01e-4","5.73e-6","RB1,CCND1,PIK3CA,CDK4,MYC,E2F1,AKT1,TP53"
"KEGG_PATHWAY","Epstein-Barr virus infection","8","44","201","8559","5.58e-5","3.16e-4","7.74","1.04e-2","2.28e-4","6.90e-6","RB1,CCND1,PIK3CA,CDK4,MYC,E2F1,AKT1,TP53"
"KEGG_PATHWAY","PI3K-Akt signaling pathway","10","44","361","8559","6.03e-5","3.32e-4","5.39","1.12e-2","2.40e-4","1.08e-5","CCND1,PIK3CA,CDK4,MYC,ERBB2,PTEN,AKT1,BRCA1,TP53,EGFR"
"KEGG_PATHWAY","Human papillomavirus infection","9","44","332","8559","2.08e-4","1.11e-3","5.27","3.82e-2","8.02e-4","3.80e-5","RB1,CCND1,PIK3CA,CDK4,PTEN,E2F1,AKT1,TP53,EGFR"
"KEGG_PATHWAY","Focal adhesion","7","44","203","8559","4.85e-4","2.51e-3","6.71","8.67e-2","1.82e-3","6.93e-5","CCND1,PIK3CA,ERBB2,PTEN,AKT1,EGFR,ACTB"
"KEGG_PATHWAY","Viral carcinogenesis","7","44","204","8559","4.98e-4","2.51e-3","6.67","8.89e-2","1.82e-3","7.14e-5","RB1,CDC20,CCND1,PIK3CA,CDK4,CHEK1,TP53"
"KEGG_PATHWAY","Estrogen signaling pathway","6","44","138","8559","5.96e-4","2.93e-3","8.46","1.06e-1","2.12e-3","6.72e-5","KRT18,PIK3CA,AKT1,PGR,ESR1,EGFR"
"KEGG_PATHWAY","EGFR tyrosine kinase inhibitor resistance","5","44","80","8559","6.62e-4","3.17e-3","12.16","1.16e-1","2.29e-3","5.13e-5","PIK3CA,ERBB2,PTEN,AKT1,EGFR"
"KEGG_PATHWAY","Thyroid cancer","4","44","37","8559","8.15e-4","3.81e-3","21.03","1.41e-1","2.75e-3","3.55e-5","CCND1,CDH1,MYC,TP53"
"KEGG_PATHWAY","ErbB signaling pathway","5","44","86","8559","8.70e-4","3.97e-3","11.31","1.50e-1","2.86e-3","7.27e-5","PIK3CA,MYC,ERBB2,AKT1,EGFR"
"KEGG_PATHWAY","HIF-1 signaling pathway","5","44","110","8559","2.17e-3","9.65e-3","8.84","3.34e-1","6.97e-3","2.33e-4","PIK3CA,ERBB2,AKT1,GAPDH,EGFR"
"KEGG_PATHWAY","Acute myeloid leukemia","4","44","68","8559","4.72e-3","2.03e-2","11.44","5.87e-1","1.47e-2","3.89e-4","CCND1,PIK3CA,MYC,AKT1"
"KEGG_PATHWAY","Apoptosis","5","44","137","8559","4.78e-3","2.03e-2","7.10","5.92e-1","1.47e-2","6.42e-4","PIK3CA,BIRC5,AKT1,TP53,ACTB"
"KEGG_PATHWAY","Measles","5","44","139","8559","5.03e-3","2.09e-2","7.00","6.11e-1","1.51e-2","6.86e-4","CCND1,PIK3CA,CDK4,AKT1,TP53"
"KEGG_PATHWAY","Prolactin signaling pathway","4","44","71","8559","5.32e-3","2.16e-2","10.96","6.31e-1","1.56e-2","4.59e-4","CCND1,PIK3CA,AKT1,ESR1"
"KEGG_PATHWAY","Cushing syndrome","5","44","155","8559","7.38e-3","2.94e-2","6.27","7.50e-1","2.12e-2","1.12e-3","RB1,CCND1,CDK4,E2F1,EGFR"
"KEGG_PATHWAY","Hippo signaling pathway","5","44","157","8559","7.71e-3","3.01e-2","6.19","7.65e-1","2.17e-2","1.19e-3","CCND1,CDH1,MYC,BIRC5,ACTB"
"KEGG_PATHWAY","JAK-STAT signaling pathway","5","44","168","8559","9.74e-3","3.72e-2","5.79","8.40e-1","2.68e-2","1.61e-3","CCND1,PIK3CA,MYC,AKT1,EGFR"
"KEGG_PATHWAY","Tight junction","5","44","169","8559","9.94e-3","3.72e-2","5.76","8.46e-1","2.68e-2","1.65e-3","PCNA,CCND1,CDK4,ERBB2,ACTB"
"KEGG_PATHWAY","PD-L1 expression and PD-1 checkpoint pathway in cancer","4","44","90","8559","1.02e-2","3.76e-2","8.65","8.54e-1","2.71e-2","1.13e-3","PIK3CA,PTEN,AKT1,EGFR"
"KEGG_PATHWAY","Adherens junction","4","44","93","8559","1.12e-2","4.03e-2","8.37","8.78e-1","2.91e-2","1.27e-3","CDH1,ERBB2,EGFR,ACTB"
"KEGG_PATHWAY","DNA replication","3","44","36","8559","1.39e-2","4.84e-2","16.21","9.28e-1","3.50e-2","8.04e-4","FEN1,PCNA,MCM2"
"KEGG_PATHWAY","AGE-RAGE signaling pathway in diabetic complications","4","44","101","8559","1.40e-2","4.84e-2","7.70","9.28e-1","3.50e-2","1.73e-3","CCND1,PIK3CA,CDK4,AKT1"
"KEGG_PATHWAY","Rap1 signaling pathway","5","44","212","8559","2.12e-2","7.20e-2","4.59","9.82e-1","5.20e-2","4.40e-3","PIK3CA,CDH1,AKT1,EGFR,ACTB"
"KEGG_PATHWAY","Human immunodeficiency virus 1 infection","5","44","213","8559","2.16e-2","7.20e-2","4.57","9.83e-1","5.20e-2","4.49e-3","CCNB2,CCNB1,PIK3CA,CHEK1,AKT1"
"KEGG_PATHWAY","Sphingolipid signaling pathway","4","44","122","8559","2.30e-2","7.56e-2","6.38","9.87e-1","5.46e-2","3.44e-3","PIK3CA,PTEN,AKT1,TP53"
"KEGG_PATHWAY","Fluid shear stress and atherosclerosis","4","44","141","8559","3.34e-2","1.08e-1","5.52","9.98e-1","7.78e-2","5.75e-3","PIK3CA,AKT1,TP53,ACTB"
"KEGG_PATHWAY","Pyrimidine metabolism","3","44","58","8559","3.41e-2","1.08e-1","10.06","9.98e-1","7.81e-2","3.21e-3","RRM2,TK1,TYMS"
"KEGG_PATHWAY","Salmonella infection","5","44","248","8559","3.51e-2","1.09e-1","3.92","9.99e-1","7.90e-2","8.47e-3","PIK3CA,MYC,AKT1,GAPDH,ACTB"
"KEGG_PATHWAY","Shigellosis","5","44","253","8559","3.74e-2","1.15e-1","3.84","9.99e-1","8.27e-2","9.20e-3","PIK3CA,AKT1,TP53,EGFR,ACTB"
"KEGG_PATHWAY","Influenza A","4","44","171","8559","5.40e-2","1.63e-1","4.55","1.00e+0","1.18e-1","1.12e-2","PIK3CA,CDK4,AKT1,ACTB"
